"ID","inchikey","sdftitle","order","set","CVfold","NR.AhR","NR.AR","NR.AR.LBD","NR.Aromatase","NR.ER","NR.ER.LBD","NR.PPAR.gamma","SR.ARE","SR.ATAD5","SR.HSE","SR.MMP","SR.p53"
"NCGC00160375-01","ALXRUJOUFGNSHT-UHFFFAOYSA-N","NCGC00160375-01",6372,"training",2,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00016367-01","SKVLYVHULOWXTD-UHFFFAOYSA-N","NCGC00016367-01",6373,"training",2,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00016337-02","PBMSWVPMRUJMPE-UHFFFAOYSA-N","NCGC00016337-02",6374,"training",4,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00016612-01","PJSFRIWCGOHTNF-UHFFFAOYSA-N","NCGC00016612-01",6375,"training",4,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00160653-02","LZCBNYVJTNCPDR-UHFFFAOYSA-N","NCGC00160653-02",6376,"training",2,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00165787-02","IULOBWFWYDMECP-UHFFFAOYSA-N","NCGC00165787-02",6377,"training",1,0,0,0,0,0,0,1,NA,0,NA,0,0
"NCGC00166262-01","UVCJGUGAGLDPAA-UHFFFAOYSA-N","NCGC00166262-01",6378,"training",2,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00016871-01","RTCDDYYZMGGHOE-BJRDGYLYSA-N","NCGC00016871-01",6379,"training",3,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00166210-01","LJRDOKAZOAKLDU-UDXJMMFXSA-N","NCGC00166210-01",6380,"training",3,0,0,0,0,1,0,0,NA,0,NA,0,0
"NCGC00016758-01","RTEVGQJRTFFMLL-UHFFFAOYSA-N","NCGC00016758-01",6381,"training",1,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00160671-01","AQONYROJHRNYQQ-QMAPKBLTSA-N","NCGC00160671-01",6382,"training",2,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00016792-01","OOYGSFOGFJDDHP-KMCOLRRFSA-N","NCGC00016792-01",6383,"training",3,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00159339-02","QTENRWWVYAAPBI-YCRXJPFRSA-N","NCGC00159339-02",6384,"training",3,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00016869-01","CIKNYWFPGZCHDL-UYIUNSPHSA-N","NCGC00016869-01",6385,"training",3,0,1,0,0,0,0,0,NA,0,NA,0,0
"NCGC00016714-01","OTVAEFIXJLOWRX-NXEZZACHSA-N","NCGC00016714-01",6386,"training",2,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00015919-04","ZBMZVLHSJCTVON-UHFFFAOYSA-N","NCGC00015919-04",6387,"training",1,0,1,0,0,0,0,0,NA,0,NA,0,0
"NCGC00182082-02","CXGTZJYQWSUFET-LJQANCHMSA-N","NCGC00182082-02",6388,"training",1,0,0,0,0,0,0,1,NA,0,NA,0,0
"NCGC00090905-06","COVZYZSDYWQREU-UHFFFAOYSA-N","NCGC00090905-06",6389,"training",4,0,0,0,0,1,0,0,NA,0,NA,0,0
"NCGC00095176-03","YFGHCGITMMYXAQ-UHFFFAOYSA-N","NCGC00095176-03",6390,"training",2,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00160444-01","NENBAISIHCWPKP-UHFFFAOYSA-N","NCGC00160444-01",6391,"training",1,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00013287-06","UCAGLBKTLXCODC-UHFFFAOYSA-N","NCGC00013287-06",6392,"training",4,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00160651-01","RXXXPZYBZLDQKP-UHFFFAOYSA-N","NCGC00160651-01",6393,"training",0,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00015074-10","BZKPWHYZMXOIDC-UHFFFAOYSA-N","NCGC00015074-10",6394,"training",3,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00015149-02","MAEIEVLCKWDQJH-UHFFFAOYSA-N","NCGC00015149-02",6395,"training",0,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00016774-01","ARFHIAQFJWUCFH-UHFFFAOYSA-N","NCGC00016774-01",6396,"training",0,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00090745-02","KGBXLFKZBHKPEV-UHFFFAOYSA-N","NCGC00090745-02",6397,"training",2,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00021569-04","GBXSMTUPTTWBMN-XIRDDKMYSA-N","NCGC00021569-04",6398,"training",0,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00183129-01","LZFZMUMEGBBDTC-CFVMTHIKSA-N","NCGC00183129-01",6399,"training",0,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00181352-01","BHELIUBJHYAEDK-OAIUPTLZSA-N","NCGC00181352-01",6400,"training",2,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00013225-01","KPGXRSRHYNQIFN-UHFFFAOYSA-N","NCGC00013225-01",6401,"training",4,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00016344-03","KBOPZPXVLCULAV-UHFFFAOYSA-N","NCGC00016344-03",6402,"training",0,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00091357-01","PXQPEWDEAKTCGB-UHFFFAOYSA-N","NCGC00091357-01",6403,"training",1,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00164513-01","GNZCRYWFWKFIDM-UHFFFAOYSA-N","NCGC00164513-01",6404,"training",4,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00091051-01","ALYNCZNDIQEVRV-UHFFFAOYSA-N","NCGC00091051-01",6405,"training",0,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00095792-01","WHSXTWFYRGOBGO-UHFFFAOYSA-N","NCGC00095792-01",6406,"training",0,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00091175-01","RWZYAGGXGHYGMB-UHFFFAOYSA-N","NCGC00091175-01",6407,"training",0,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00159447-05","YGSDEFSMJLZEOE-UHFFFAOYSA-N","NCGC00159447-05",6408,"training",0,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00018107-04","NBOMNTLFRHMDEZ-UHFFFAOYSA-N","NCGC00018107-04",6409,"training",0,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00090954-03","KRKNYBCHXYNGOX-UHFFFAOYSA-N","NCGC00090954-03",6410,"training",4,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00016660-01","QRZAKQDHEVVFRX-UHFFFAOYSA-N","NCGC00016660-01",6411,"training",0,0,0,0,0,0,0,1,NA,0,NA,0,0
"NCGC00159422-02","YTGJWQPHMWSCST-UHFFFAOYSA-N","NCGC00159422-02",6412,"training",1,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00160350-01","ISSKMEQROMFEHL-UHFFFAOYSA-N","NCGC00160350-01",6413,"training",1,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00159434-02","IVQOFBKHQCTVQV-UHFFFAOYSA-N","NCGC00159434-02",6414,"training",0,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00181082-01","XLWCXUMAYITRNU-UHFFFAOYSA-N","NCGC00181082-01",6415,"training",0,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00181036-01","OVGORFFCBUIFIA-UHFFFAOYSA-N","NCGC00181036-01",6416,"training",3,0,0,0,0,1,0,0,NA,0,NA,0,0
"NCGC00182972-01","NSILVESQCSUIAJ-UHFFFAOYSA-M","NCGC00182972-01",6417,"training",4,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00018230-03","PTVWPYVOOKLBCG-UHFFFAOYSA-N","NCGC00018230-03",6418,"training",4,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00015897-02","XKLMZUWKNUAPSZ-UHFFFAOYSA-N","NCGC00015897-02",6419,"training",4,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00095089-01","RFHAOTPXVQNOHP-UHFFFAOYSA-N","NCGC00095089-01",6420,"training",1,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00016351-01","YRCWQPVGYLYSOX-UHFFFAOYSA-N","NCGC00016351-01",6421,"training",2,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00160423-01","RDUHXGIIUDVSHR-UHFFFAOYSA-N","NCGC00160423-01",6422,"training",2,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00160563-01","ITMSAWKLJVGBIT-UHFFFAOYSA-N","NCGC00160563-01",6423,"training",1,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00159484-02","OJYGBLRPYBAHRT-IPQSZEQASA-N","NCGC00159484-02",6424,"training",3,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00166244-01","OJYGBLRPYBAHRT-GVUNPQSCSA-N","NCGC00166244-01",6425,"training",3,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00018140-02","UQRORFVVSGFNRO-UTINFBMNSA-N","NCGC00018140-02",6426,"training",1,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00166295-01","VQHSOMBJVWLPSR-JVCRWLNRSA-N","NCGC00166295-01",6427,"training",2,0,0,1,0,1,1,0,NA,0,NA,0,0
"NCGC00095043-01","DGQOCLATAPFASR-UHFFFAOYSA-N","NCGC00095043-01",6428,"training",1,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00016889-01","LZNWYQJJBLGYLT-UHFFFAOYSA-N","NCGC00016889-01",6429,"training",0,0,0,0,0,0,0,0,NA,0,NA,1,0
"NCGC00095109-01","PNVNVHUZROJLTJ-UHFFFAOYSA-N","NCGC00095109-01",6430,"training",2,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00142580-03","RADKZDMFGJYCBB-UHFFFAOYSA-N","NCGC00142580-03",6431,"training",2,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00164629-01","UMJHTFHIQDEGKB-UHFFFAOYSA-N","NCGC00164629-01",6432,"training",0,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00095166-01","ZDPIZLCVJAAHHR-UHFFFAOYSA-N","NCGC00095166-01",6433,"training",3,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00017245-02","AFSDNFLWKVMVRB-UHFFFAOYSA-N","NCGC00017245-02",6434,"training",2,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00167444-01","PWAUCHMQEXVFJR-PMAPCBKXSA-N","NCGC00167444-01",6435,"training",0,0,0,0,0,1,0,0,NA,0,NA,0,0
"NCGC00016772-01","KFVSLSTULZVNPG-UHFFFAOYSA-N","NCGC00016772-01",6436,"training",2,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00091125-01","LNTHITQWFMADLM-UHFFFAOYSA-N","NCGC00091125-01",6437,"training",3,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00159393-02","CAHKINHBCWCHCF-JTQLQIEISA-N","NCGC00159393-02",6438,"training",2,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00185755-01","UOCJDOLVGGIYIQ-PBFPGSCMSA-N","NCGC00185755-01",6439,"training",0,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00159376-02","LXCFILQKKLGQFO-UHFFFAOYSA-N","NCGC00159376-02",6440,"training",4,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00257464-01","IYRMWMYZSQPJKC-UHFFFAOYSA-N","NCGC00257464-01",6441,"training",4,1,0,0,1,1,1,NA,NA,0,0,1,0
"NCGC00013109-01","BELBBZDIHDAJOR-UHFFFAOYSA-N","NCGC00013109-01",6442,"training",3,0,0,0,0,1,0,0,NA,0,NA,0,0
"NCGC00015444-04","TVURRHSHRRELCG-UHFFFAOYSA-N","NCGC00015444-04",6443,"training",1,0,0,0,0,1,1,0,NA,0,NA,0,0
"NCGC00095599-01","BJRNKVDFDLYUGJ-RMPHRYRLSA-N","NCGC00095599-01",6444,"training",3,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00160628-01","IKGXIBQEEMLURG-NVPNHPEKSA-N","NCGC00160628-01",6445,"training",3,0,0,0,0,1,0,0,NA,0,NA,0,0
"NCGC00015397-02","BQJODPIMMWWMFC-UHFFFAOYSA-N","NCGC00015397-02",6446,"training",1,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00017337-02","YKPUWZUDDOIDPM-SOFGYWHQSA-N","NCGC00017337-02",6447,"training",2,0,0,0,1,0,0,0,NA,0,NA,0,0
"NCGC00256649-01","CYYZDBDROVLTJU-UHFFFAOYSA-N","NCGC00256649-01",6448,"training",NA,0,0,0,NA,0,0,0,NA,0,NA,1,0
"NCGC00160162-02","KUBCEEMXQZUPDQ-UHFFFAOYSA-N","NCGC00160162-02",6449,"training",2,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00164532-01","SSMYTAQHMUHRSK-UHFFFAOYSA-N","NCGC00164532-01",6450,"training",4,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00016361-07","RZVAJINKPMORJF-UHFFFAOYSA-N","NCGC00016361-07",6451,"training",4,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00017041-01","HBGOLJKPSFNJSD-UHFFFAOYSA-N","NCGC00017041-01",6452,"training",0,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00091501-01","GHMLBKRAJCXXBS-UHFFFAOYSA-N","NCGC00091501-01",6453,"training",3,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00091454-04","ISWSIDIOOBJBQZ-UHFFFAOYSA-N","NCGC00091454-04",6454,"training",1,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00181161-01","GYCKQBWUSACYIF-UHFFFAOYSA-N","NCGC00181161-01",6455,"training",4,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00181161-02","GYCKQBWUSACYIF-UHFFFAOYSA-N","NCGC00181161-02",6456,"training",4,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00159379-03","LVYLCBNXHHHPSB-UHFFFAOYSA-N","NCGC00159379-03",6457,"training",4,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00090827-02","LHGVFZTZFXWLCP-UHFFFAOYSA-N","NCGC00090827-02",6458,"training",3,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00181117-01","FEPMHVLSLDOMQC-ZVGMWUGDSA-N","NCGC00181117-01",6459,"training",2,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00094843-01","OVRNDRQMDRJTHS-RTRLPJTCSA-N","NCGC00094843-01",6460,"training",4,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00181774-01","JBGKVNQFVAJOGC-UHFFFAOYSA-N","NCGC00181774-01",6461,"training",4,1,0,0,0,0,0,1,NA,0,NA,1,0
"NCGC00160593-01","DNSDMSAATMZYNW-FOWTUZBSSA-N","NCGC00160593-01",6462,"training",2,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00016805-01","BAQCROVBDNBEEB-UBYUBLNFSA-N","NCGC00016805-01",6463,"training",3,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00254177-01","VOXZDWNPVJITMN-ZBRFXRBCSA-N","NCGC00254177-01",6464,"training",1,0,1,1,0,1,1,NA,0,0,0,1,1
"NCGC00182969-01","ZRZNJUXESFHSIO-UHFFFAOYSA-N","NCGC00182969-01",6465,"training",1,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00016065-07","BGDKAVGWHJFAGW-UHFFFAOYSA-N","NCGC00016065-07",6466,"training",4,0,0,0,1,0,0,0,NA,0,NA,0,0
"NCGC00164630-01","JNTOCHDNEULJHD-UHFFFAOYSA-N","NCGC00164630-01",6467,"training",1,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00159412-02","LENZDBCJOHFCAS-UHFFFAOYSA-N","NCGC00159412-02",6468,"training",0,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00016455-01","KSCFJBIXMNOVSH-UHFFFAOYSA-N","NCGC00016455-01",6469,"training",4,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00016958-01","NBQNWMBBSKPBAY-UHFFFAOYSA-N","NCGC00016958-01",6470,"training",3,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00166144-02","GHBFNMLVSPCDGN-UHFFFAOYSA-N","NCGC00166144-02",6471,"training",2,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00164528-01","ARIWANIATODDMH-UHFFFAOYSA-N","NCGC00164528-01",6472,"training",1,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00016350-01","HSRJKNPTNIJEKV-UHFFFAOYSA-N","NCGC00016350-01",6473,"training",2,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00166097-01","OOCCDEMITAIZTP-UHFFFAOYSA-N","NCGC00166097-01",6474,"training",2,0,0,0,0,1,0,0,NA,0,NA,0,0
"NCGC00181337-01","DBHODFSFBXJZNY-UHFFFAOYSA-N","NCGC00181337-01",6475,"training",3,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00091865-01","WVDDGKGOMKODPV-UHFFFAOYSA-N","NCGC00091865-01",6476,"training",2,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00159400-05","MVQVNTPHUGQQHK-UHFFFAOYSA-N","NCGC00159400-05",6477,"training",2,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00166215-02","WRMNZCZEMHIOCP-UHFFFAOYSA-N","NCGC00166215-02",6478,"training",1,0,0,1,0,0,0,0,NA,0,NA,0,0
"NCGC00095127-01","IBAQFPQHRJAVAV-ULAWRXDQSA-N","NCGC00095127-01",6479,"training",1,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00164265-01","TURHTASYUMWZCC-UHFFFAOYSA-N","NCGC00164265-01",6480,"training",1,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00095147-01","IYVFNTXFRYQLRP-VVSTWUKXSA-N","NCGC00095147-01",6481,"training",3,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00090731-01","QCDWFXQBSFUVSP-UHFFFAOYSA-N","NCGC00090731-01",6482,"training",1,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00090731-05","QCDWFXQBSFUVSP-UHFFFAOYSA-N","NCGC00090731-05",6483,"training",1,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00163798-03","ZIBGPFATKBEMQZ-UHFFFAOYSA-N","NCGC00163798-03",6484,"training",3,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00159387-02","BXSSNHYHHLFNAV-UHFFFAOYSA-N","NCGC00159387-02",6485,"training",1,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00095074-01","YODZTKMDCQEPHD-UHFFFAOYSA-N","NCGC00095074-01",6486,"training",3,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00164388-01","ZCTXEAQXZGPWFG-UHFFFAOYSA-N","NCGC00164388-01",6487,"training",2,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00016668-02","FFKUDWZICMJVPA-UHFFFAOYSA-N","NCGC00016668-02",6488,"training",0,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00160503-01","MVOUIYUWRXPNKD-UHFFFAOYSA-N","NCGC00160503-01",6489,"training",1,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00259355-01","KAJICSGLHKRDLN-UHFFFAOYSA-N","NCGC00259355-01",6490,"training",NA,0,0,0,NA,NA,0,0,NA,0,1,1,0
"NCGC00016760-01","CFOYWRHIYXMDOT-UHFFFAOYSA-N","NCGC00016760-01",6491,"training",4,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00159495-02","RATGSRSDPNECNO-UHFFFAOYSA-N","NCGC00159495-02",6492,"training",0,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00022715-03","KNAHARQHSZJURB-UHFFFAOYSA-N","NCGC00022715-03",6493,"training",0,0,0,0,0,1,0,0,NA,0,NA,0,0
"NCGC00016273-01","PMRYVIKBURPHAH-UHFFFAOYSA-N","NCGC00016273-01",6494,"training",4,0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00260298-01","PZTQVMXMKVTIRC-RZLHGTIFSA-L","NCGC00260298-01",6495,"training",2,1,0,0,NA,0,0,0,1,0,0,NA,0
"NCGC00256312-01","DBSJKTVELUTRJM-ZDWKHXMKSA-M","NCGC00256312-01",6496,"training",NA,1,0,0,NA,0,0,0,NA,0,0,NA,0
"NCGC00183017-01","XXUJMEYKYHETBZ-UHFFFAOYSA-N","NCGC00183017-01",6497,"training",4,0,0,0,1,0,0,0,NA,0,0,0,NA
"NCGC00256967-01","WYMSBXTXOHUIGT-UHFFFAOYSA-N","NCGC00256967-01",6498,"training",4,0,0,NA,1,0,0,0,NA,0,0,0,0
"NCGC00257660-01","WOVKYSAHUYNSMH-RRKCRQDMSA-N","NCGC00257660-01",6499,"training",2,0,0,0,NA,NA,0,0,0,0,0,0,0
"NCGC00256901-01","DPFUEXLIKDHJNB-UHFFFAOYSA-N","NCGC00256901-01",6500,"training",NA,0,0,0,NA,1,0,0,NA,0,1,NA,0
"NCGC00258981-01","OMIGHNLMNHATMP-UHFFFAOYSA-N","NCGC00258981-01",6501,"training",1,0,0,NA,0,0,0,NA,1,0,0,0,0
"NCGC00260382-01","ZSMRRZONCYIFNB-UHFFFAOYSA-N","NCGC00260382-01",6502,"training",3,1,0,0,0,1,NA,0,0,0,0,NA,0
"NCGC00256930-01","XQVWYOYUZDUNRW-UHFFFAOYSA-N","NCGC00256930-01",6503,"training",NA,1,0,0,NA,1,NA,0,0,0,0,NA,0
"NCGC00254020-01","PFEFOYRSMXVNEL-UHFFFAOYSA-N","NCGC00254020-01",6504,"training",3,0,0,0,NA,0,0,NA,NA,0,0,1,0
"NCGC00255947-01","PVWMAOPFDINGAY-UHFFFAOYSA-N","NCGC00255947-01",6505,"training",4,1,0,0,0,0,0,NA,0,NA,0,1,0
"NCGC00255554-01","COYBRKAVBMYYSF-UHFFFAOYSA-N","NCGC00255554-01",6506,"training",0,0,0,NA,1,0,0,0,0,0,NA,0,0
"NCGC00257181-01","QNLZIZAQLLYXTC-UHFFFAOYSA-N","NCGC00257181-01",6507,"training",0,NA,0,0,NA,0,0,0,0,0,NA,0,0
"NCGC00260235-01","XBSZSSGZQFAUPF-UHFFFAOYSA-N","NCGC00260235-01",6508,"training",0,1,0,0,NA,NA,0,0,1,0,0,NA,0
"NCGC00254613-01","JLYFCTQDENRSOL-UHFFFAOYSA-N","NCGC00254613-01",6509,"training",0,0,0,0,1,0,0,NA,1,0,0,NA,0
"NCGC00255828-01","ZWJNEYVWPYIKMB-UHFFFAOYSA-N","NCGC00255828-01",6510,"training",4,1,0,0,1,NA,0,NA,1,0,0,1,0
"NCGC00257090-01","RHMXXJGYXNZAPX-UHFFFAOYSA-N","NCGC00257090-01",6511,"training",NA,1,0,NA,NA,1,1,0,1,0,0,1,NA
"NCGC00254081-01","ZTENZJJCFACIAK-ADWVOTLJSA-N","NCGC00254081-01",6512,"training",0,0,0,0,0,0,0,NA,0,0,0,NA,0
"NCGC00254715-01","IOUNQDKNJZEDEP-UHFFFAOYSA-N","NCGC00254715-01",6513,"training",3,1,0,0,1,0,0,0,1,0,1,NA,NA
"NCGC00254492-01","GHUUBYQTCDQWRA-UHFFFAOYSA-N","NCGC00254492-01",6514,"training",NA,NA,0,0,NA,NA,0,1,1,0,0,1,0
"NCGC00260146-01","KJDSORYAHBAGPP-UHFFFAOYSA-N","NCGC00260146-01",6515,"training",2,1,0,0,1,0,0,0,NA,0,NA,1,0
"NCGC00258040-01","UUYSTZWIFZYHRM-UHFFFAOYSA-N","NCGC00258040-01",6516,"training",1,1,0,0,1,0,1,0,1,0,NA,1,NA
"NCGC00260035-01","MCTQNEBFZMBRSQ-YFKNTREVSA-N","NCGC00260035-01",6517,"training",NA,1,0,NA,NA,1,0,NA,1,1,0,1,0
"NCGC00259702-01","QQBPIHBUCMDKFG-UHFFFAOYSA-N","NCGC00259702-01",6518,"training",2,1,0,NA,NA,1,0,0,1,1,0,1,0
"NCGC00256528-01","QQBPIHBUCMDKFG-UHFFFAOYSA-N","NCGC00256528-01",6519,"training",2,1,0,0,NA,1,0,0,NA,1,0,1,1
"NCGC00259765-01","PFJJMJDEVDLPNE-UHFFFAOYSA-N","NCGC00259765-01",6520,"training",NA,1,0,0,NA,0,NA,NA,1,0,0,0,1
"NCGC00254762-01","STJLVHWMYQXCPB-UHFFFAOYSA-N","NCGC00254762-01",6521,"training",NA,1,0,0,NA,NA,0,0,1,0,0,NA,0
"NCGC00257692-01","SPSSDDOTEZKOOV-UHFFFAOYSA-N","NCGC00257692-01",6522,"training",NA,0,0,NA,NA,0,0,1,0,0,0,NA,0
"NCGC00254664-01","NUFNQYOELLVIPL-UHFFFAOYSA-N","NCGC00254664-01",6523,"training",4,0,0,NA,1,0,0,NA,0,0,0,0,0
"NCGC00255344-01","WVQBLGZPHOPPFO-LBPRGKRZSA-N","NCGC00255344-01",6524,"training",NA,0,0,0,NA,0,0,NA,1,0,0,NA,0
"NCGC00254193-01","XWPBINGFFFZAOZ-UUWRZZSWSA-N","NCGC00254193-01",6525,"training",NA,0,0,0,NA,0,0,0,NA,0,0,NA,0
"NCGC00259304-01","LVTFSVIRYMXRSR-WUKNDPDISA-N","NCGC00259304-01",6526,"training",2,1,1,0,NA,1,0,NA,1,1,0,1,0
"NCGC00255201-01","KVJXBPDAXMEYOA-CXANFOAXSA-N","NCGC00255201-01",6527,"training",NA,0,1,1,NA,1,0,NA,1,0,0,NA,1
"NCGC00257132-01","ALIFPGGMJDWMJH-UHFFFAOYSA-N","NCGC00257132-01",6528,"training",NA,1,0,0,NA,1,0,NA,1,0,0,NA,0
"NCGC00255540-01","YLJREFDVOIBQDA-UHFFFAOYSA-N","NCGC00255540-01",6529,"training",0,1,0,0,0,0,0,0,NA,0,0,0,NA
"NCGC00260008-01","WDFQBORIUYODSI-UHFFFAOYSA-N","NCGC00260008-01",6530,"training",0,1,0,0,NA,0,0,NA,0,0,NA,0,0
"NCGC00090686-07","IAIWVQXQOWNYOU-FPYGCLRLSA-N","NCGC00090686-07",6531,"training",0,NA,0,0,NA,NA,0,0,1,0,0,1,0
"NCGC00015060-14","LMEKQMALGUDUQG-UHFFFAOYSA-N","NCGC00015060-14",6532,"training",NA,1,0,0,NA,NA,0,0,1,0,0,NA,1
"NCGC00256392-01","MXXWOMGUGJBKIW-YPCIICBESA-N","NCGC00256392-01",6533,"training",NA,1,0,0,NA,1,0,0,1,NA,0,NA,0
"NCGC00259132-01","NQBXSWAWVZHKBZ-UHFFFAOYSA-N","NCGC00259132-01",6534,"training",1,0,0,NA,0,0,0,0,0,0,0,NA,0
"NCGC00256652-01","NDWUBGAGUCISDV-UHFFFAOYSA-N","NCGC00256652-01",6535,"training",NA,0,0,0,NA,0,NA,0,1,0,NA,0,0
"NCGC00260367-01","VVXLFFIFNVKFBD-UHFFFAOYSA-N","NCGC00260367-01",6536,"training",NA,0,0,0,NA,1,0,NA,0,0,NA,1,0
"NCGC00255677-01","CBPJQFCAFFNICX-IBGZPJMESA-N","NCGC00255677-01",6537,"training",0,1,0,0,NA,1,0,1,NA,1,0,0,0
"NCGC00255115-01","XDOFQFKRPWOURC-UHFFFAOYSA-N","NCGC00255115-01",6538,"training",NA,0,0,0,NA,0,0,1,NA,0,NA,0,0
